"Qualified Product List","Product ID",Manufacturer,Brand,"Product Name","Model Number","Technical Requirements Version","DLC Family Code",Parent,"Controlled Environment","Lighting Scheme (Position)","Lighting Scheme (Use Case)","Input Power Type","Fixture Maximum Ambient Temp",Width,Height,Diameter,Warranty,Length,Notes,"Date Qualified","Date Delisted",Category,"Reported Minimum Input Voltage","Reported Maximum Input Voltage","Spectrally Tunable",Dimmable,"Reported Photosynthetic Photon Efficacy (400-700nm)","Reported Photosynthetic Photon Flux (400-700nm)","Reported Minimum Photosynthetic Photon Flux","Reported Default Photosynthetic Photon Flux","Reported Photon Flux Blue (400-500nm)","Reported Photon Flux Green (500-600nm)","Reported Photon Flux Red (600-700nm)","Reported Photon Flux Far Red (700-800nm)","Reported Photon Flux (280-800nm)","Reported Photon Efficacy (280-800nm)","Reported DC Photosynthetic Photon Efficacy (400-700nm)","Reported AC-Derated Photosynthetic Photon Efficacy (400-700nm)","Reported DC Photon Efficacy (280-800nm)","Reported AC-Derated Photon Efficacy (280-800nm)","Reported Beam Angle","Reported Field Angle","Tested Photosynthetic Photon Efficacy (400-700nm)","Tested Photosynthetic Photon Flux (400-700nm)","Tested Photon Flux Blue (400-500nm)","Tested Photon Flux Green (500-600nm)","Tested Photon Flux Red (600-700nm)","Tested Photon Flux Far Red (700-800nm)","Tested Photon Flux (280-800nm)","Tested Photon Efficacy (280-800nm)","Tested DC Photosynthetic Photon Efficacy (400-700nm)","Tested DC Photon Efficacy (280-800nm)","Reported Input Wattage","Reported Default Input Wattage","Reported Minimum Input Wattage","Reported Power Factor","Reported Total Harmonic Distortion","Reported DC Input Current","Reported AC-Derated Input Wattage","Power source loading percentage","Cabling loss example","Tested Input Wattage","Tested Voltage for Minimum Efficacy","Tested Power Factor","Tested Total Harmonic Distortion","Tested DC Input Current","Dimming and Control Method to the Product","Integral Control Capability","Connector or Transmission Hardware","0-10V ANSI C137.1 (8V)","0-10V ANSI C137.1 (9V)","0-10V IEC60929 Annex E","0-10V Other Protocol","Phase Cut (Forward Phase)","Phase Cut (Reverse Phase)",DALI,DALI-2,"Power Over Ethernet","Ethernet TCP/IP","Ethernet Proprietary","Other Wired Dimming and Control Method to the Product","Zigbee 3.0","Zigbee - Manufacturer Specific","Bluetooth Sig MESH and MMDL Layers","Bluetooth - Manufacturer Specific",Wi-Fi,EnOcean,"Other Wireless Dimming and Control Method to the Product",RJ-11,RJ-12,RJ-14,RJ-45,USB,"Flying Leads","Terminal Block","Other Wired Connector or Transmission Hardware","Wireless Radio","Infrared Receiver","Other Wireless Connector or Transmission Hardware","Dim to Off","Energy Monitoring","Manual Dimming","Actively Cooling Presence","Minimum Allowable Inlet Fluid Temperature","Maximum Allowable Inlet Fluid Temperature","Self-protect cut off temperature","Solution Concentration Restrictions","Tested Average Inlet Fluid Temp from LM-79 testing","Tested Maximum Inlet Fluid Temp from LM-79 testing","Tested Average Outlet Fluid Temperature","Tested Maximum Outlet Fluid Temperature","Tested Average Flow Rate from LM-79 Testing","Tested Maximum Flow Rate from LM-79 Testing","Tested Average Inlet Fluid Temp from ISTMT Testing","Tested Maximum Inlet Fluid Temp from ISTMT Testing","Tested Average Flow Rate from ISTMT Testing","Tested Maximum Flow rate from ISTMT Testing","Base Type","UL Type","Intended Mounting","Fan Presence","Effective Date"
Horticultural,H-E5VB97,Acuity Brands Lighting,Verjure,Pro Series,"VPS 3 FRSP [All Voltages] ACL [All Options, excluding AO] *field adjustable spatial distribution",3.0,NNNPHX,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse",Top light,"Sole-Source, Supplemental",AC,35,8.4,2.79,,5,48.0 in,PPID corresponds to modules pointing at nadir,2022-08-01T04:00:00.000Z,,Horticultural Lighting Fixture,120,480,No,true,2.45,861,0,860.6,145,270,445,14,,,,,,,,,2.39,850,145,270,445,14,,,,,351,351,0,0.9,20,,,,,355.05,120,0.965,11.7,,"[""0-10V Other Protocol"",""Bluetooth - Manufacturer Specific"",""Nlight""]",Dim to Off,"[""Flying Leads"",""Wireless Radio""]",false,false,false,true,false,false,No,false,false,false,false,,false,false,false,true,false,false,Nlight,false,false,false,false,false,true,false,,true,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2045-12-15
Horticultural,H-09KBNQ,Acuity Brands Lighting,Verjure,Pro Series,VPS 3 FRSP [All Voltages] ACL AO [All Options] (field adjustable max output) *field adjustable spatial distribution,3.0,NNNPHX,false,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse",Top light,"Sole-Source, Supplemental",AC,35,8.4,2.79,,5,48.0 in,,2022-08-01T04:00:00.000Z,,Horticultural Lighting Fixture,120,480,No,true,2.45,861,90.4,860.6,145,270,445,14,,,,,,,,,,,,,,,,,,,351,351,58,0.9,20,,,,,,,,,,0-10V Other Protocol,Manual Dimming,Flying Leads,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,true,false,,false,false,,false,No,true,false,,,,,,,,,,,,,,,,,Horizontal,false,2045-12-15
Horticultural,H-GMO3XU,Acuity Brands Lighting,Verjure,Pro Series,"VPS 4 FRSP [All Voltages] ACL [All Options, excluding AO] *field adjustable spatial distribution",3.0,NNNPHX,false,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse",Top light,"Sole-Source, Supplemental",AC,35,27.4,2.79,,5,48.0 in,,2022-08-01T04:00:00.000Z,,Horticultural Lighting Fixture,120,480,No,true,2.61,885,0,885.1,145,280,460,14,,,,,,,,,,,,,,,,,,,339,339,0,0.9,20,,,,,,,,,,"[""0-10V Other Protocol"",""Bluetooth - Manufacturer Specific"",""Nlight""]",Dim to Off,"[""Flying Leads"",""Wireless Radio""]",false,false,false,true,false,false,No,false,false,false,false,,false,false,false,true,false,false,Nlight,false,false,false,false,false,true,false,,true,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2045-12-15
Horticultural,H-DXGP07,Acuity Brands Lighting,Verjure,Pro Series,VPS 4 FRSP [All Voltages] ACL AO [All Options] (field adjustable max output) *field adjustable spatial distribution,3.0,NNNPHX,false,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse",Top light,"Sole-Source, Supplemental",AC,35,27.4,2.79,,5,48.0 in,,2022-08-01T04:00:00.000Z,,Horticultural Lighting Fixture,120,480,No,true,2.61,885,92.9,885.1,145,280,460,14,,,,,,,,,,,,,,,,,,,339,339,57.8,0.9,20,,,,,,,,,,0-10V Other Protocol,Manual Dimming,Flying Leads,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,true,false,,false,false,,false,No,true,false,,,,,,,,,,,,,,,,,Horizontal,false,2045-12-15
Horticultural,H-SH2DYI,Acuity Brands Lighting,Verjure,Pro Series,"VPS 6 FRSP [All Voltages] ACL [All Options, excluding AO] *field adjustable spatial distribution",3.0,NNNPHX,false,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse",Top light,"Sole-Source, Supplemental",AC,40,43.4,2.85,,5,48.0 in,,2022-08-01T04:00:00.000Z,,Horticultural Lighting Fixture,120,480,No,true,2.54,1801,0,1801.3,301,567,933,30,,,,,,,,,,,,,,,,,,,710,710,0,0.9,20,,,,,,,,,,"[""0-10V Other Protocol"",""Bluetooth - Manufacturer Specific"",""Nlight""]",Dim to Off,"[""Flying Leads"",""Wireless Radio""]",false,false,false,true,false,false,No,false,false,false,false,,false,false,false,true,false,false,Nlight,false,false,false,false,false,true,false,,true,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2045-12-15
Horticultural,H-CMGL9I,"Shenzhen Enlite Energy Technology Co., Ltd",Enlite,Flora 260W,001-FL260305312-00,3.0,NNNPIW,true,Indoor (Non-stacked),Top light,"Sole-Source, Supplemental",AC,40,19,2,,5,44.4 in,,2021-02-20T00:00:00.000Z,,Horticultural Lighting Fixture,110,277,No,true,2.42,647,0,646.5,104,266,278,16,,,,,,,,,2.42,647,104,266,278,16,,,,,260,260,0,0.961,9.9,,,,,267.1,277,0.961,9.9,,0-10V IEC60929 Annex E,Dim to Off,RJ-11,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,,false,2024-05-23
Horticultural,H-97NUO3,"Shenzhen Enlite Energy Technology Co., Ltd",Enlite,Top Light 330W,001-TL330305312-00,3.0,NNNPIV,true,Indoor (Non-stacked),Top light,"Sole-Source, Supplemental",AC,40,3.2,5.4,,5,24.0 in,,2022-08-22T00:00:00.000Z,,Horticultural Lighting Fixture,110,277,No,true,2.41,796,0,796.2,131,326,340,21,,,,,,,,,2.41,796,131,326,340,21,,,,,330,330,0,0.98,8.2,,,,,330.2,120,0.98,8.2,,0-10V IEC60929 Annex E,Dim to Off,RJ-11,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,,,2024-05-23
Horticultural,H-QXT91S,HortiBest,HortiBest,Octopus-H8 Grow Light,OC-H-720A FSG 28 D1,3.0,RRRXHT,true,Indoor (Non-stacked),Top light,Sole-Source,AC,45,42.4,2,,5,42.0 in,,2022-11-11T00:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,2.63,1895,0,1895,324,806,768,51,,,,,,,,,2.63,1895,324,806,768,51,,,,,720,720,0,0.969,12,,,,,720,120,0.969,,,"[""0-10V ANSI C137.1 (8V)"",""0-10V ANSI C137.1 (9V)""]","[""Dim to Off"",""Manual Dimming""]",RJ-14,true,true,false,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,true,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2024-02-26
Horticultural,H-D4AL08,FloraFlex Corp.,FloraFlex,,FLL-8801,3.0,IIIOPU,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse",Top light,Supplemental,AC,45,42.52,1.97,,5,46.8 in,,2022-11-03T04:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,2.88,2321,,,462,918,943,53,,,,,,,,,2.88,2321,462,918,943,53,,,,,800,800,80,0.966,7.6,,,,,805.4,277,0.966,7.6,,0-10V IEC60929 Annex E,No,Flying Leads,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,true,false,,false,false,,false,No,false,false,,,,,,,,,,,,,,,,,,false,2024-02-16
Horticultural,H-H68S2E,GML Solutions Ltd.,Grand Master LEDs,TARANTULA LONG LEG,GMLL700W1I800P4,3.0,NNNPHZ,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,43.86,4,,5,44.4 in,,2022-08-11T04:00:00.000Z,,Horticultural Lighting Fixture,100,277,Yes,true,2.77,2041,,,358,783,900,191,,,,,,,,,2.77,2041,358,783,900,191,,,,,736,736,0,0.996,5,,,,,736.1,120,0.954,7.9,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-14,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,true,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2024-02-26
Horticultural,H-1O8FSE,Shenzhen Number Energy Saving Corporation,NANOLUX,,LED PAD720,3.0,FFFKKS,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",AC,35,43.31,1.89,,,44.4 in,,2022-08-15T04:00:00.000Z,,,120,277,No,true,2.9,2132,,,419,859,855,43,,,,,,,,,2.9,2132,419,859,855,43,,,,,720,720,72,0.98,14,,,,,734.1,120,0.98,13.7,,0-10V IEC60929 Annex E,No,RJ-12,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,false,No,false,false,0,0,0,,,,,,,,,,,,,,,false,2024-02-28
Horticultural,H-DXZ5UM,"Shenzhen Enlite Energy Technology Co., Ltd",Enlite,TL 840,001-TL840277300-00,4.0,PPPUHM,true,Indoor (Non-stacked),Top light,"Sole-Source, Supplemental",AC,45,12.95,3.94,,5,30.0 in,,2025-05-19T00:00:00.000Z,,Horticultural Lighting Fixture,200,277,No,true,2.91,2447,0,2447,587,633,1228,22,,,,,,,,,2.91,2447,587,633,1228,21,,,,,840,840,0,0.979,7,,,,,840.9,200,0.979,7,,0-10V IEC60929 Annex E,Dim to Off,RJ-11,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,,false,2025-05-19
Horticultural,H-74LICD,Shenzhen Number Energy Saving Corporation,NANOLUX,,LED PAD1200,3.0,NNNPIF,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse","Top light, Intra-canopy","Sole-Source, Supplemental",AC,35,44.09,1.89,,5,86.4 in,,2022-08-18T04:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,2.91,3697,,,672,1495,1532,82,,,,,,,,,2.91,3697,672,1495,1532,82,,,,,1200,1200,120,0.987,14,,,,,1272,120,0.987,14.6,,0-10V IEC60929 Annex E,No,RJ-12,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,false,No,false,false,,,,,,,,,,,,,,,,,,false,2024-02-28
Horticultural,H-SW5O1C,HortiBest,HortiBest,Shark-2000 Grow Light,SH-X-660A SRG 30 D1,3.0,NNNPJP,true,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",AC,45,5.1,7.9,,5,58.8 in,,2022-09-01T00:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,2.91,1922,0,1922,466,585,872,25,,,,,,,,,2.91,1922,466,585,872,25,,,,,660,660,0,0.976,11.5,,,,,660.2,120,0.976,11.5,,"[""0-10V ANSI C137.1 (8V)"",""0-10V ANSI C137.1 (9V)""]","[""Dim to Off"",""Manual Dimming""]",RJ-14,true,true,false,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,true,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2024-02-26
Horticultural,H-8IHDT6,"TSRgrow, LLC",TSRgrow,TG-100,TG-100HVR-WLS,3.0,EAEGDV,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,3.1,1.4,,5,45.6 in,,2022-11-10T05:00:00.000Z,,Horticultural Lighting Fixture,240,260,No,true,,396,,,87,167,142,8,,,2.65,2.518,,,,,,396,87,167,142,8,,,2.65,,150,150,0,,,600,158.58,AC-derated performance is 94.59% efficiency at 49.88% loading on a 24000W power source at 208V,20 149.9W fixtures operating at 250V Series-wired with 250 feet of 10 AWG cabling to a 3000W power source limits cabling losses to 0.00%,149.7,249.53,0.988,20,599.8,"[""0-10V IEC60929 Annex E"",""0-10V ANSI C137.1 (8V)"",""0-10V ANSI C137.1 (9V)"",""0-10V Other Protocol"",""Power Over Ethernet"",""Ethernet TCP/IP"",""Ethernet Proprietary""]","[""Energy Monitoring"",""Dim to Off""]","[""RJ-11"",""RJ-12"",""RJ-45"",""USB"",""Flying Leads"",""Terminal Block""]",true,true,true,true,false,false,No,false,true,true,true,,false,false,false,false,false,false,,true,true,false,true,true,true,true,,false,false,,true,Yes,false,false,,,,,,,,,,,,,,,,,,false,2024-02-07
Horticultural,H-1OXC7G,"TSRgrow, LLC",TSRgrow,TG-100,TG-100HVR-WL3S,3.0,EAEGDU,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse",Top light,"Sole-Source, Supplemental",DC,40,3.1,1.4,,5,45.6 in,,2022-11-08T05:00:00.000Z,,Horticultural Lighting Fixture,240,260,No,true,,382,,,65,160,156,17,,,2.55,2.41,,,,,,378,65,160,156,17,,,2.52,,150,150,0,,,604,158.6,AC-derated performance is 94.59% efficiency at 49.88% loading on a 24000W power source at 208V,20 149.9W fixtures operating at 250V Series-wired with 250 feet of 10 AWG cabling to a 3000W power source limits cabling losses to 0.00%,149.57,252.14,0.988,20,593.4,"[""0-10V IEC60929 Annex E"",""0-10V ANSI C137.1 (8V)"",""0-10V ANSI C137.1 (9V)"",""0-10V Other Protocol"",""Power Over Ethernet"",""Ethernet TCP/IP"",""Ethernet Proprietary""]","[""Energy Monitoring"",""Dim to Off""]","[""RJ-11"",""RJ-12"",""RJ-45"",""USB"",""Flying Leads"",""Terminal Block""]",true,true,true,true,false,false,No,false,true,true,true,,false,false,false,false,false,false,,true,true,false,true,true,true,true,,false,false,,true,Yes,false,false,,,,,,,,,,,,,,,,,,false,2024-02-08
Horticultural,H-RB0FYN,Best Lighting Products,CABAtech,,CT141-600-U-ST,3,IIIORG,true,"Indoor (Non-stacked), Greenhouse",Top light,"Sole-Source, Supplemental",AC,40,10.25,5.46,,5,24.0 in,,2023-06-30T04:00:00.000Z,,Horticultural Lighting Fixture,120,277,Yes,true,2.3,1422,,1421.6,264,641,516,42,1469,2.4,,,,,,,2.3,1422,264,641,516,42,1469,2.4,,,609,609,0,0.9,5,,,,,609.088,120,0.979,8.4,,"[""0-10V IEC60929 Annex E"",""0-10V ANSI C137.1 (9V)""]","[""Dim to Off"",""Manual Dimming""]",RJ-12,false,true,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,true,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,true,
Horticultural,H-65ZPIL,"UNIVERSELITE CO.,LTD.","Universelite Co.,Ltd.",LED HORTICULTURAL LUMINAIRES,LEDZW630W004A,3.0,NNNPJR,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,"Sole-Source, Supplemental",AC,40,44.25,2.6,,5,46.8 in,,2022-09-09T04:00:00.000Z,,Horticultural Lighting Fixture,100,277,No,true,2.78,1735,0,1735,268,616,852,80,,,,,,,,,2.78,1735,268,616,852,80,,,,,625,625,0,0.993,3,,,,,625.1,120,0.993,4.1,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-11,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2024-01-26
Horticultural,H-TYLUN8,"UNIVERSELITE CO.,LTD.","Universelite Co.,Ltd.",LED HORTICULTURAL LUMINAIRES,LEDZW800W004A,3.0,NNNPJR,false,"Indoor (Non-stacked), Indoor (Stacked)",Top light,"Sole-Source, Supplemental",AC,40,44.25,2.6,,5,46.8 in,,2022-09-09T04:00:00.000Z,,Horticultural Lighting Fixture,100,277,No,true,2.67,2147,0,2147,332,765,1050,97,,,,,,,,,,,,,,,,,,,806,806,0,0.971,11,,,,,,,,,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-11,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2024-01-26
Horticultural,H-XNO450,"UNIVERSELITE CO.,LTD.","Universelite Co.,Ltd.",LED HORTICULTURAL LUMINAIRES,LEDZW960W004A,3.0,NNNPJR,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,"Sole-Source, Supplemental",AC,40,44.25,2.6,,5,46.8 in,,2022-09-09T04:00:00.000Z,,Horticultural Lighting Fixture,100,277,No,true,2.59,2463,0,2463,378,877,1208,110,,,,,,,,,2.59,2463,378,877,1208,110,,,,,951,951,0,0.983,2,,,,,950.5,120,0.983,1.7,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-11,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2024-01-26
Horticultural,H-4JIT3M,"TrolMaster Agro Instruments Co., Ltd",ThinkGrow,Horticulture LED Grow Light,MODEL-H Plus,3.0,NNNPJS,true,"Indoor (Non-stacked), Indoor (Stacked), Greenhouse",Top light,Supplemental,AC,40,44.6,1.6,,5,57.6 in,This product has been tested with 8 light bars. Any change to number of light bars will affect QPL listed performance,2022-09-12T04:00:00.000Z,,Horticultural Lighting Fixture,100,277,No,true,2.8,2083,0,2083,315,748,1021,98,,,,,,,,,2.8,2083,315,748,1021,98,,,,,720,720,0,0.964,8.8,,,,,743.6,100,0.964,8.8,,0-10V Other Protocol,Dim to Off,RS485,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,RS485,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,,false,2024-06-28
Horticultural,H-WE7ILY,"Duality, LLC",Micromole,LED HORTICULTURAL LUMINAIRES,MLEDZW630W004A,3.0,IIIOPN,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,"Sole-Source, Supplemental",AC,40,44.25,2.6,,5,46.8 in,,2022-10-21T04:00:00.000Z,,Horticultural Lighting Fixture,100,277,No,true,2.78,1735,0,1735,268,616,852,80,,,,,,,,,2.78,1735,268,616,852,80,,,,,625,625,0,0.993,3,,,,,625.1,120,0.993,4.1,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-11,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2024-02-16
Horticultural,H-ES01P6,"Duality, LLC",Micromole,LED HORTICULTURAL LUMINAIRES,MLEDZW960W004A,3.0,IIIOPN,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,"Sole-Source, Supplemental",AC,40,44.25,2.6,,5,46.8 in,,2022-10-21T04:00:00.000Z,,Horticultural Lighting Fixture,100,277,No,true,2.59,2463,0,2463,378,877,1208,110,,,,,,,,,2.59,2463,378,877,1208,110,,,,,951,951,0,0.983,2,,,,,950.5,120,0.983,1.7,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-11,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2024-02-16
Horticultural,H-BMWFVZ,"Duality, LLC",Micromole,LED HORTICULTURAL LUMINAIRES,MLEDZW800W004A,3.0,IIIOPN,false,"Indoor (Non-stacked), Indoor (Stacked)",Top light,"Sole-Source, Supplemental",AC,40,44.25,2.6,,5,46.8 in,,2022-10-21T04:00:00.000Z,,Horticultural Lighting Fixture,100,277,No,true,2.67,2147,0,2147,332,765,1050,97,,,,,,,,,,,,,,,,,,,806,806,0,0.971,11,,,,,,,,,,0-10V IEC60929 Annex E,"[""Dim to Off"",""Manual Dimming""]",RJ-11,false,false,true,false,false,false,No,false,false,false,false,,false,false,false,false,false,false,,true,false,false,false,false,false,false,,false,false,,true,No,true,false,,,,,,,,,,,,,,,,,,false,2024-02-16
Horticultural,H-T7BL6Q,Acuity Brands Lighting,Verjure,Arize Life3,VAL3 L48 PKF HO,3.0,EAEGEO,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,1.5,2,,5,46.8 in,Model number may end in JP followed by a number to indicate packaging quantities,2023-04-30T04:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,2.82,197,,,19,28,150,12,209,3,,,,,,,2.82,197,19,28,150,12,209,3,,,69,69,0.5,0.929,9,,,,,69.81,120,0.929,9.2,,0-10V Other Protocol,Dim to Off,Quick Disconnect,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,Quick Disconnect,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2024-02-16
Horticultural,H-LSP1UB,Acuity Brands Lighting,Verjure,Arize Life3,VAL3 L48 PKT HO,3.0,EAEGEO,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,1.5,2,,5,46.8 in,Model number may end in JP followed by a number to indicate packaging quantities,2023-04-30T04:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,3.17,221,,,10,15,195,1,221,3.18,,,,,,,3.17,221,10,15,195,1,221,3.18,,,68,68,0.5,0.926,9,,,,,69.5,120,0.926,9,,0-10V Other Protocol,Dim to Off,Quick Disconnect,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,Quick Disconnect,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2024-02-16
Horticultural,H-0OHPRV,Acuity Brands Lighting,Verjure,Arize Life3,VAL3 L48 BRI HO,3.0,EAEGEO,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,1.5,2,,5,46.8 in,Model number may end in JP followed by a number to indicate packaging quantities,2023-04-30T04:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,2.74,189,,,37,54,97,1,190,2.75,,,,,,,2.74,189,37,54,97,1,190,2.75,,,68,68,0.5,0.925,10,,,,,68.99,120,0.925,9.9,,0-10V Other Protocol,Dim to Off,Quick Disconnect,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,Quick Disconnect,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2024-02-16
Horticultural,H-V5E8O9,Acuity Brands Lighting,Verjure,Arize Life3,VAL3 L96 PKT HO,3.0,EAEGEO,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,1.5,2,,5,94.8 in,Model number may end in JP followed by a number to indicate packaging quantities,2023-04-30T04:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,3.16,443,,,21,30,392,1,444,3.17,,,,,,,3.16,443,21,30,392,1,444,3.17,,,137,137,0.5,0.919,10,,,,,139.87,120,0.919,9.2,,0-10V Other Protocol,Dim to Off,Quick Disconnect,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,Quick Disconnect,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2024-02-16
Horticultural,H-SUKW8Y,Acuity Brands Lighting,Verjure,Arize Life3,VAL3 L96 PKB HO,3.0,EAEGEO,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,1.5,2,,5,94.8 in,Model number may end in JP followed by a number to indicate packaging quantities,2023-04-30T04:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,2.97,420,,,64,56,300,2,422,2.98,,,,,,,2.98,414,64,56,295,1,416,3,,,139,139,0.5,0.992,9,,,,,138.86,120,0.922,9.1,,0-10V Other Protocol,Dim to Off,Quick Disconnect,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,Quick Disconnect,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2024-02-16
Horticultural,H-W1JLI9,Acuity Brands Lighting,Verjure,Arize Life3,VAL3 L48 BRH HO,3.0,EAEGEO,true,"Indoor (Non-stacked), Indoor (Stacked)",Top light,Sole-Source,AC,40,1.5,2,,5,46.8 in,Model number may end in JP followed by a number to indicate packaging quantities,2023-04-30T04:00:00.000Z,,Horticultural Lighting Fixture,120,277,No,true,2.68,186,,,45,59,82,1,187,2.7,,,,,,,2.68,186,45,59,82,1,187,2.7,,,68,68,0.5,0.928,10,,,,,69.14,120,0.928,9.8,,0-10V Other Protocol,Dim to Off,Quick Disconnect,false,false,false,true,false,false,No,false,false,false,false,,false,false,false,false,false,false,,false,false,false,false,false,false,false,Quick Disconnect,false,false,,true,No,false,false,,,,,,,,,,,,,,,,,Horizontal,false,2024-02-16
